col0,col1,col2,col3
"Drachensee, Russee und Umgebung",Landschaftsschutzgebiet,Schleswig-Holstein,Vorderer Russee
Boxberg,Landschaftsschutzgebiet,Schleswig-Holstein,Box-Berg
Bornhöveder und Schmalen-See,Landschaftsschutzgebiet,Schleswig-Holstein,Bornhöveder See
Elbhänge Dresden-Pirna und Schönfelder Hochland,Landschaftsschutzgebiet,Saxony,Schönfeld Upland
Zittauer Gebirge,Landschaftsschutzgebiet,Saxony,Zittau Mountains
Westlausitz,Landschaftsschutzgebiet,Saxony,West Lusatia
Wermsdorfer Forst,Landschaftsschutzgebiet,Saxony,Wermsdorf Forest
Talsperre Einsiedel - Kemtauer Wald,Landschaftsschutzgebiet,Saxony,Einsiedel Dam
Stausee Glauchau und Muldenaue,Landschaftsschutzgebiet,Saxony,Stausee Glauchau
Sächsische Schweiz,Landschaftsschutzgebiet,Saxony,Saxon Switzerland
Rabensteiner Wald-Pfaffenberg,Landschaftsschutzgebiet,Saxony,Pfaffenberg
Brinkmoor in Uchte,Landschaftsschutzgebiet,Lower Saxony,Uchte
Benther Berg - Südaue,Landschaftsschutzgebiet,Lower Saxony,Benther Berg
"Asse, Klein Vahlberger Buchen und angrenzende Landschaftsteile",Landschaftsschutzgebiet,Lower Saxony,Asse
