col0,col1,col2,col3
Stolperstein dedicated to Herta Rosengarten,Germany,brass,opening ceremony
Stolperstein dedicated to Helene Rosengarten,Germany,brass,opening ceremony
Stolperstein dedicated to Leo Rosengarten,Germany,brass,opening ceremony
Stolperstein dedicated to Ida Rosengarten,Germany,brass,opening ceremony
Stolperstein dedicated to Isak Rosengarten,Germany,brass,opening ceremony
Stolperstein dedicated to Artur Grünebaum,Germany,brass,opening ceremony
Stolperstein dedicated to Dorothea Rosengarten,Germany,brass,opening ceremony
Stolperstein dedicated to Emma Rosengarten,Germany,brass,opening ceremony
Stolperstein dedicated to Moritz Rosengarten,Germany,brass,opening ceremony
Stolperstein dedicated to Betty Grünebaum,Germany,brass,opening ceremony
Stolperstein dedicated to Berta Grünebaum,Germany,brass,opening ceremony
Stolperstein dedicated to Salomon Sally Grünebaum,Germany,brass,opening ceremony
