col0,col1,col2,col3
Klickitat County,20866,county of Washington,Klickitat
Garfield County,2256,county of Washington,James A. Garfield
Island County,78801,county of Washington,Whidbey Island
Chelan County,73967,county of Washington,Chelan people
Ferry County,7646,county of Washington,Elisha P. Ferry
Grays Harbor County,71078,county of Washington,Grays Harbor
Walla Walla County,59530,county of Washington,Walla Walla people
Pend Oreille County,12896,county of Washington,Pend d'Oreilles
Spokane County,479398,county of Washington,Spokane people
Kitsap County,253968,county of Washington,Chief Kitsap
