col0,col1,col2,col3
2017–18 Creighton Bluejays men's basketball team,CHI Health Center Omaha,2016–17 Creighton Bluejays women's basketball team,United States of America
2017–18 Arkansas–Pine Bluff Golden Lions men's basketball team,K. L. Johnson Complex,2016–17 Arkansas–Pine Bluff Golden Lions men's basketball team,United States of America
2017–18 Wofford Terriers men's basketball team,Jerry Richardson Indoor Stadium,2016–17 Wofford Terriers men's basketball team,United States of America
2017–18 Youngstown State Penguins men's basketball team,Beeghly Center,2016–17 Youngstown State Penguins men's basketball team,United States of America
2017–18 Yale Bulldogs men's basketball team,Payne Whitney Gymnasium,2016–17 Yale Bulldogs men's basketball team,United States of America
2017–18 Wright State Raiders men's basketball team,Nutter Center,2016–17 Wright State Raiders men's basketball team,United States of America
2017–18 Winthrop Eagles men's basketball team,Winthrop Coliseum,2016–17 Winthrop Eagles men's basketball team,United States of America
2017–18 Western Illinois Leathernecks men's basketball team,Western Hall,2016–17 Western Illinois Leathernecks men's basketball team,United States of America
2017–18 Western Carolina Catamounts men's basketball team,Ramsey Center,2016–17 Western Carolina Catamounts men's basketball team,United States of America
2017–18 Utah Valley Wolverines men's basketball team,UCCU Center,2016–17 Utah Valley Wolverines men's basketball team,United States of America
2017–18 UMKC Kangaroos men's basketball team,Municipal Auditorium,2016–17 UMKC Kangaroos men's basketball team,United States of America
2017–18 Texas A&M–Corpus Christi Islanders men's basketball team,American Bank Center,2016–17 Texas A&M–Corpus Christi Islanders men's basketball team,United States of America
2017–18 Sam Houston State Bearkats men's basketball team,Bernard Johnson Coliseum,2016–17 Sam Houston State Bearkats men's basketball team,United States of America
