col0,col1,col2,col3,col4,col5
2018 Vuelta a España stage 11,Simon Clarke,207.8,Thibaut Pinot,Spain,Dimension Data 2018
2018 Vuelta a España stage 12,Gianluca Brambilla,181.1,Thomas De Gendt,Spain,Dimension Data 2018
2018 Vuelta a España stage 11,Simon Clarke,207.8,Alessandro De Marchi,Spain,EF Education First-Drapac 2018
2018 Vuelta a España stage 12,Gianluca Brambilla,181.1,Thomas De Gendt,Spain,EF Education First-Drapac 2018
2018 Vuelta a España stage 11,Simon Clarke,207.8,Alessandro De Marchi,Spain,2018 Bora-Hansgrohe
2018 Vuelta a España stage 12,Gianluca Brambilla,181.1,Thomas De Gendt,Spain,2018 Bora-Hansgrohe
2018 Vuelta a España stage 11,Simon Clarke,207.8,Alessandro De Marchi,Spain,AG2R La Mondiale 2018
2018 Vuelta a España stage 12,Gianluca Brambilla,181.1,Thomas De Gendt,Spain,AG2R La Mondiale 2018
2018 Vuelta a España stage 11,Simon Clarke,207.8,Alessandro De Marchi,Spain,Astana 2018
2018 Vuelta a España stage 12,Gianluca Brambilla,181.1,Thomas De Gendt,Spain,Astana 2018
2018 Vuelta a España stage 11,Simon Clarke,207.8,Alessandro De Marchi,Spain,Sky 2018
