col0,col1,col2,col3
Mae Ta Khrai National Park,2017-12-12,IUCN category II: National Park,Mae Ta Khrai river
Namtok Phlio National Park,1975-01-01,IUCN category II: National Park,Phlio waterfall
Phu Hin Rong Kla National Park,1984-01-01,IUCN category II: National Park,Phu Hin Rong Kla
Doi Pha Hom Pok National Park,2000-09-04,IUCN category II: National Park,Doi Pha Hom Pok
Mu Ko Surin National Park,1981-07-09,IUCN category II: National Park,Surin Islands
Khao Kho National Park,2012-05-18,IUCN category II: National Park,Khao Kho
Erawan National Park,1975-01-01,IUCN category II: National Park,Erawan waterfall
Nam Tok Sai Khao National Park,2008-05-28,IUCN category II: National Park,Sai Khao waterfall
Phu Soi Dao National Park,2008-05-28,IUCN category II: National Park,Phu Soi Dao
Phu Kradueng National Park,1962-11-23,IUCN category II: National Park,Phu Kradueng
