col0,col1,col2,col3
Mátészalka District,Mátészalka,Template:Mátészalka District,64810
Cigánd District,Cigánd,Template:Cigánd District,15118
Komárom  District,Komárom,Template:Komárom District,39559
Kőszeg  District,Kőszeg,Template:Kőszeg District,25473
Nagykálló District,Nagykálló,Template:Nagykálló District,30430
Pécsvárad  District,Pécsvárad,Template:Pécsvárad District,11690
Tiszafüred  District,Tiszafüred,Template:Tiszafüred District,18988
Bácsalmás  District,Bácsalmás,Template:Bácsalmás District,19983
Sopron  District,Sopron,Template:Sopron District,100155
Tét  District,Tét,Template:Tét District,14161
Tokaj  District,Tokaj,Template:Tokaj District,13293
