col0,col1,col2,col3
lecontite,orthorhombic crystal system,John Lawrence LeConte,grandfathered mineral (G)
jonesite,orthorhombic crystal system,Francis T. Jones,approved mineral and/or valid name (A)
jungite,orthorhombic crystal system,Gerhard Jung,approved mineral and/or valid name (A)
jacquesdietrichite,orthorhombic crystal system,Jacques E. Dietrich,approved mineral and/or valid name (A)
markascherite,monoclinic crystal system,Mark G. Ascher,approved mineral and/or valid name (A)
bassanite,monoclinic crystal system,Ferruccio Zambonini,grandfathered mineral (G)
chestermanite,orthorhombic crystal system,Charles W. Chesterman,approved mineral and/or valid name (A)
blatterite,orthorhombic crystal system,Fritz Blatter,approved mineral and/or valid name (A)
nesquehonite,monoclinic crystal system,Frank James Keeley,grandfathered mineral (G)
lansfordite,monoclinic crystal system,Frank James Keeley,grandfathered mineral (G)
wairauite,cubic crystal system,Gwyneth Alva Challis,approved mineral and/or valid name (A)
sperrylite,cubic crystal system,Francis Louis Sperry,grandfathered mineral (G)
