col0,col1,col2,col3,col4
Thunder,CD single,Believer,2,Thunder
Seul,CD single,Le Chant des partisans,2,Seul
Mr.Moonlight ~愛のビッグバンド~,CD single,Mr.Moonlight ～愛のビッグバンド～,3,Mr. Moonlight
A Winter's Tale,CD single,Thank God It's Christmas,3,Winter's Tale
Love Song,CD single,River (Live),2,Love song
Winter Song – Four Track E.P.,CD single,True to You,4,Winter Song
O Holy Night,promotional single,O Holy Night,2,O Holy Night
À 20 ans,CD single,À 20 ans,2,À 20 ans
DOA,CD single,DOA,1,DOA
Times Like These,CD single,Times Like These,2,Times Like These
Fuel,CD single,Fuel,3,Fuel
Another Day,CD single,Another Day,3,Another Day
Out of My Mind,CD single,Out of My Mind,4,Out of My Mind
A Winter's Tale,CD single,A Winter's Tale,3,A Winter's Tale
Addictions,CD single,Addictions,1,Addictions
