col0,col1,col2,col3
1985 Schaal Sels,1986 Schaal Sels,Belgium,road bicycle racing
1984 Schaal Sels,1985 Schaal Sels,Belgium,road bicycle racing
1983 Schaal Sels,1984 Schaal Sels,Belgium,road bicycle racing
1982 Schaal Sels,1983 Schaal Sels,Belgium,road bicycle racing
1981 Schaal Sels,1982 Schaal Sels,Belgium,road bicycle racing
1976 Schaal Sels,1977 Schaal Sels,Belgium,road bicycle racing
1975 Schaal Sels,1976 Schaal Sels,Belgium,road bicycle racing
1974 Schaal Sels,1975 Schaal Sels,Belgium,road bicycle racing
1973 Schaal Sels,1974 Schaal Sels,Belgium,road bicycle racing
1972 Schaal Sels,1973 Schaal Sels,Belgium,road bicycle racing
1971 Schaal Sels,1972 Schaal Sels,Belgium,road bicycle racing
1970 Schaal Sels,1971 Schaal Sels,Belgium,road bicycle racing
1969 Schaal Sels,1970 Schaal Sels,Belgium,road bicycle racing
