col0,col1,col2,col3
1998 Asian Junior Badminton Championships,Malaysia,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
1999 Asian Junior Badminton Championships,Myanmar,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
2000 Asian Junior Badminton Championships,Japan,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
2002 Asian Junior Badminton Championships,Malaysia,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
2001 Asian Junior Badminton Championships,Taiwan,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
2008 Asian Junior Badminton Championships,Malaysia,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
2007 Asian Junior Badminton Championships,Malaysia,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
2006 Asian Junior Badminton Championships,Malaysia,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
2005 Asian Junior Badminton Championships,Indonesia,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
2004 Asian Junior Badminton Championships,South Korea,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
2016 Asian Junior Badminton Championships,Thailand,WikiProject Badminton/tournament focus list,Asian Junior Badminton Championships
