col0,col1,col2,col3
Haldir,Halmir,Hareth,The Silmarillion
Barahir,Bregor,Bregolas,The Etymologies
Glóredhel,Hador,Gundor,Narn i Chîn Húrin
Barahir,Bregor,Bregil,The War of the Jewels
Galdor the Tall,Hador,Gundor,The War of the Jewels
Glóredhel,Hador,Gundor,The War of the Jewels
Barahir,Bregor,Bregolas,The War of the Jewels
Galdor the Tall,Hador,Glóredhel,The War of the Jewels
Elendur,Isildur,Valandil,Unfinished Tales
Théoden,Thengel,Théodwyn,The Lord of the Rings: The Return of the King
