col0,col1,col2,col3
Hongdao Railway Station,People's Republic of China,Qingdao railway junction,Hetao Subdistrict
Sungai Buloh–Serdang–Putrajaya MRT line,Malaysia,Mass Rapid Transit,"Serdang, Kedah"
Line 12,People's Republic of China,Beijing Subway,Chaoyang District
Pinggu line,People's Republic of China,Beijing Subway,Chaoyang District
Line 17,People's Republic of China,Beijing Subway,Chaoyang District
Line 12,People's Republic of China,Beijing Subway,Dongcheng District
Line 17,People's Republic of China,Beijing Subway,Dongcheng District
Pinggu line,People's Republic of China,Beijing Subway,"Tongzhou District, Beijing"
Line 17,People's Republic of China,Beijing Subway,Changping District
Pinggu line,People's Republic of China,Beijing Subway,Pinggu District
Qinghuayuan Tunnel,People's Republic of China,Beijing–Zhangjiakou intercity railway,Haidian District
Line 12,People's Republic of China,Beijing Subway,Haidian District
Zhengzhou South railway station,People's Republic of China,Zhengzhou railway junction,Zhongmu County
Sungai Buloh–Serdang–Putrajaya MRT line,Malaysia,Mass Rapid Transit,Putrajaya
Pinggu line,People's Republic of China,Beijing Subway,Sanhe
