col0,col1,col2,col3
Kapıkule,Turkey Bulgaria border crossing #2954,Edirne,Bulgaria–Turkey border
Norton U.S. Inspection Station,Stanhope border crossing,Norton,Norton–Stanhope Border Crossing
Customs Immigration Building,Trout River Border Inspection Station,Elgin,Canada–United States border
Norton U.S. Inspection Station,Stanhope border crossing,Norton,Canada–United States border
Stanhope border crossing,Norton U.S. Inspection Station,Coaticook,Norton–Stanhope Border Crossing
Trout River Border Inspection Station,Customs Immigration Building,Constable,Canada–United States border
Stanhope border crossing,Norton U.S. Inspection Station,Coaticook,Canada–United States border
Lok Ma Chau Control Point,Futian Port,Hong Kong,border between Mainland China and Hong Kong Special Administrative Region
Ibrahim Khalil border,Habur Port of Entry,Iraq,Iraq–Turkey border
Svetogorsk checkpoint,Imatra checkpoint,Svetogorskoe GP,Finland–Russia border
Nuijamaa Border Crossing Point,Brusnichnoye checkpoint,Lappeenranta,Finland–Russia border
