col0,col1,col2,col3
Design for a door frame with round arch and fronton,Alfons Van Herck,ink,Museum Plantin-Moretus
Design for the wall of a chapel with two tombs,Alfons Van Herck,ink,Museum Plantin-Moretus
Design for the left-hand half of a door frame,Charles Van Herck,ink,Museum Plantin-Moretus
Design for a door frame with round arch,Charles Van Herck,ink,Museum Plantin-Moretus
Design for a door frame with round arch and fronton,Charles Van Herck,ink,Museum Plantin-Moretus
Design for the wall of a chapel with two tombs,Charles Van Herck,ink,Museum Plantin-Moretus
Design for the left-hand half of a door frame,Heritage Fund,ink,Museum Plantin-Moretus
Design for a door frame with round arch,Heritage Fund,ink,Museum Plantin-Moretus
Design for a door frame with round arch and fronton,Heritage Fund,ink,Museum Plantin-Moretus
Design for the wall of a chapel with two tombs,Heritage Fund,ink,Museum Plantin-Moretus
Design for a sacristy display case in Rococo style,Alfons Van Herck,paper,Museum Plantin-Moretus
Design for a sacristy display case in Rococo style,Alfons Van Herck,paper,Museum Plantin-Moretus
Preliminary sketch of an altar of Our Lady,Alfons Van Herck,paper,Museum Plantin-Moretus
Four designs for garden vases,Alfons Van Herck,paper,Museum Plantin-Moretus
Design for a statue of a woman with candlestick,Alfons Van Herck,paper,Museum Plantin-Moretus
