col0,col1,col2,col3,col4
Portillo de Ollate,dolmen,1084,Navascués,Spain
Puntallo de las Capezas,dolmen,1115,Navascués,Spain
Balsa del Portillo de Ollate,dolmen,1085,Navascués,Spain
Legaroz,dolmen,1115,Navascués,Spain
Puente de Bigüezal,dolmen,542,Romanzado,Spain
Recimonte,dolmen,912,Romanzado,Spain
Puzalo,dolmen,912,Romanzado,Spain
Faulo,dolmen,1045,Romanzado,Spain
Boluntza 1 bis hego,dolmen,809,Romanzado,Spain
Ugarra 4 hego,dolmen,775,Romanzado,Spain
Puyomediano,dolmen,643,Romanzado,Spain
