col0,col1,col2,col3
2016 Astana Challenger Capital Cup,2016-01-01,Astana Challenger Capital Cup,2016-11-26
2016 Adriatic Challenger,2016-01-01,Adriatic Challenger,2016-08-14
2016 ZS-Sports China International Challenger,2016-01-01,ZS-Sports China International Challenger,2016-08-14
2016 Chengdu Challenger,2016-01-01,Chengdu Challenger,2016-08-07
2016 Las Vegas Challenger,2016-01-01,Las Vegas Challenger,2016-10-23
2016 Winnipeg National Bank Challenger,2016-01-01,Winnipeg National Bank Challenger,2016-07-17
2016 Challenger Banque Nationale de Gatineau,2016-01-01,Challenger Banque Nationale de Gatineau,2016-08-14
2016 Zhuhai ITF Women's Pro Circuit,2016-01-01,Zhuhai Challenger,2016-09-18
2016 Cary Challenger,2016-01-01,Cary Challenger,2016-09-18
2016 China International Suzhou,2016-01-01,China International Suzhou,2016-10-30
2016 Brest Challenger,2016-01-01,Brest Challenger,2016-10-23
2016 Bursa Cup,2016-01-01,Bursa Cup,2016-06-17
2016 KPIT MSLTA Challenger,2016-01-01,KPIT MSLTA Challenger,2016-10-29
2016 International Tennis Tournament of Cortina,2016-01-01,International Tennis Tournament of Cortina,2016-08-07
2016 ATP Challenger China International – Nanchang,2016-01-01,ATP Challenger China International – Nanchang,2016-09-17
