col0,col1,col2,col3
1973 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1974 Icelandic Badminton Championships
1972 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1973 Icelandic Badminton Championships
1971 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1972 Icelandic Badminton Championships
2014 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,2015 Icelandic Badminton Championships
2013 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,2014 Icelandic Badminton Championships
1970 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1971 Icelandic Badminton Championships
1968 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1969 Icelandic Badminton Championships
1966 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1967 Icelandic Badminton Championships
1965 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1966 Icelandic Badminton Championships
1964 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1965 Icelandic Badminton Championships
1963 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1964 Icelandic Badminton Championships
1962 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1963 Icelandic Badminton Championships
