col0,col1,col2,col3
Casa di Laocoonte,Italian national heritage,Pompei,Pompeii Regio VI Insula 14
House of the Faun,Italian national heritage,Pompei,Pompeii Regio VI Insula 12
House of the Dioscuri,Italian national heritage,Pompei,Pompeii Regio VI Insula 9
House of Sallust,Italian national heritage,Pompei,Pompeii Regio VI Insula 2
House of the surgeon,Italian national heritage,Pompei,Pompeii Regio VI Insula 1
Caserma dei Gladiatori,Italian national heritage,Pompei,Pompeii Regio V Insula 5
House of the Silver Wedding,Italian national heritage,Pompei,Pompeii Regio V Insula 2
Casa di Cecilio Giocondo,Italian national heritage,Pompei,Pompeii Regio V Insula 1
Casa del Moralista,Italian national heritage,Pompei,Pompeii Regio III Insula 4
House of Trebius Valens,Italian national heritage,Pompei,Pompeii Regio III Insula 2
