col0,col1,col2,col3,col4
Saco do Alferes e Ponta do Caju,Niterói,photograph,23.9,Brazil
"Saco do Alferes, Ilha das Moças, Ilha dos Melões e São Cristóvão",Niterói,photograph,24,Brazil
Saco do Alferes e São Cristóvão,Niterói,photograph,23.9,Brazil
"Aterrado, Fábrica de Gás e Corcovado ao fundo",Cidade Nova,photograph,24,Brazil
Aterrado e Engenho Velho,Cidade Nova,photograph,23.8,Brazil
Vista da Prainha,Saúde,photograph,23.9,Brazil
Panorama do Rio de Janeiro,Morro do Castelo,photograph,23.9,Brazil
Vista panorâmica a partir do morro do Livramento,Sugarloaf Mountain,photograph,23.9,Brazil
Dique da Ilha das Cobras,Ilha das Cobras,photograph,23.9,Brazil
Ingá e Praia Grande,Ingá,photograph,23.8,Brazil
