col0,col1,col2,col3
Mosley-Thompson Cirques,Colwell Massif,Antarctic Treaty area,Antarctica
Parker Mesa,Clare Range,Antarctic Treaty area,Antarctica
McIntyre Promontory,Bush Mountains,Antarctic Treaty area,Antarctica
Hughes Basin,Britannia Range,Antarctic Treaty area,Antarctica
Slithallet Slope,Gjelsvik Mountains,Antarctic Treaty area,Antarctica
Markham Plateau,Queen Elizabeth Range,Antarctic Treaty area,Antarctica
Mansergh Snowfield,Churchill Mountains,Antarctic Treaty area,Antarctica
Kiwi Pass,Churchill Mountains,Antarctic Treaty area,Antarctica
McCarthy Valley,Horlick Mountains,Antarctic Treaty area,Antarctica
Long Hills,Horlick Mountains,Antarctic Treaty area,Antarctica
Higgins Canyon,Horlick Mountains,Antarctic Treaty area,Antarctica
Giants Cirque,Tyndall Mountains,Antarctic Treaty area,Antarctica
Gateway Hills,Bowers Mountains,Antarctic Treaty area,Antarctica
Median Snowfield,Pensacola Mountains,Antarctic Treaty area,Antarctica
Nilsen Plateau,Queen Maud Mountains,Antarctic Treaty area,Antarctica
