col0,col1,col2,col3
Otto von Shrink,Mr. Nice Guy,Teenage Mutant Ninja Turtles universe,male
Kepple,Donatello's Badd Time,Teenage Mutant Ninja Turtles universe,male
Dickie Bark,Pirate Radio,Teenage Mutant Ninja Turtles universe,male
Landor,"Carter, the Enforcer",Teenage Mutant Ninja Turtles universe,male
Winston Fripp,Split-Second,Teenage Mutant Ninja Turtles universe,male
Wesley Knight,State of Shock,Teenage Mutant Ninja Turtles universe,male
Alvin Huxley,Mobster from Dimension X,Teenage Mutant Ninja Turtles universe,male
Ronnie Huxley,Mobster from Dimension X,Teenage Mutant Ninja Turtles universe,male
Ignatz Mindbender,"Leonardo, the Renaissance Turtle",Teenage Mutant Ninja Turtles universe,male
Horatio Stressbar,Combat Land,Teenage Mutant Ninja Turtles universe,male
Denton Nulcet,Combat Land,Teenage Mutant Ninja Turtles universe,male
Winston Sturdley,Return of the Turtleoid,Teenage Mutant Ninja Turtles universe,male
Floyd O'Toole,Attack of the Neutrinos,Teenage Mutant Ninja Turtles universe,male
