col0,col1,col2,col3,col4
Utah State Route 32,United States of America,state highways in Utah,Utah State Route 302,Utah Department of Transportation
Utah State Route 31,United States of America,state highways in Utah,Miller Flat Road,Utah Department of Transportation
Utah State Route 29,United States of America,state highways in Utah,Miller Flat Road,Utah Department of Transportation
Utah State Route 24,United States of America,state highways in Utah,Utah State Route 303,Utah Department of Transportation
Utah State Route 31,United States of America,state highways in Utah,Utah State Route 231,Utah Department of Transportation
Utah State Route 21,United States of America,state highways in Utah,Utah State Route 310,Utah Department of Transportation
Utah State Route 38,United States of America,state highways in Utah,Utah State Route 240,Utah Department of Transportation
Utah State Route 21,United States of America,state highways in Utah,Utah State Route 129,Utah Department of Transportation
Utah State Route 30,United States of America,state highways in Utah,U.S. Route 91 in Utah,Utah Department of Transportation
Utah State Route 56,United States of America,state highways in Utah,Lund Highway,Utah Department of Transportation
Utah State Route 52,United States of America,state highways in Utah,U.S. Route 89 in Utah,Utah Department of Transportation
Utah State Route 39,United States of America,state highways in Utah,U.S. Route 89 in Utah,Utah Department of Transportation
Utah State Route 30,United States of America,state highways in Utah,U.S. Route 89 in Utah,Utah Department of Transportation
Utah State Route 52,United States of America,National Highway System (United States),U.S. Route 89 in Utah,Utah Department of Transportation
Utah State Route 39,United States of America,National Highway System (United States),U.S. Route 89 in Utah,Utah Department of Transportation
