col0,col1,col2,col3
V* DS Cyg,slow irregular variables of late spectral types,-6,1225.9409
V* AY Cyg,slow irregular variables of late spectral types,16,1519.5259
V* NQ Cas,slow irregular variables of late spectral types,-36,1355.1972
V* TV Lac,slow irregular variables of late spectral types,-17,1355.9322
Case 666,slow irregular variables of late spectral types,-80.5,4.3
Case 659,SRA semi-regular,-93,6.1
V* RR Her,SRB semi-regular,-37.7,1209.6286
V* HV Cas,Mira variable,-27.86,1039.069
V* TY Oph,slow irregular variables of late spectral types,-19,866.6262
V* RU Pup,SRB semi-regular,34,1396.0631
V* RT Pup,SRB semi-regular,28,943.3072
AX Cyg,slow irregular variables of late spectral types,-6,949.5774
