col0,col1,col2,col3
1903 All England Badminton Championships,1904 All England Badminton Championships,London,Drill Hall of The London Regiment
1908 All England Badminton Championships,1909 All England Badminton Championships,London,Drill Hall of The London Regiment
1905 All England Badminton Championships,1906 All England Badminton Championships,London,Drill Hall of The London Regiment
1900 All England Badminton Championships,1901 All England Badminton Championships,London,Drill Hall of the London Scottish Regimental Headquarters
1927 All England Badminton Championships,1928 All England Badminton Championships,London,Lindley Hall
1922 All England Badminton Championships,1923 All England Badminton Championships,London,Lindley Hall
1921 All England Badminton Championships,1922 All England Badminton Championships,London,Lindley Hall
1920 All England Badminton Championships,1921 All England Badminton Championships,London,Lindley Hall
1914 All England Badminton Championships,1920 All England Badminton Championships,London,Lindley Hall
1913 All England Badminton Championships,1914 All England Badminton Championships,London,Lindley Hall
1912 All England Badminton Championships,1913 All England Badminton Championships,London,Lindley Hall
1911 All England Badminton Championships,1912 All England Badminton Championships,London,Lindley Hall
