col0,col1,col2,col3
Ἀδύνατοι,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Adyrmachidai (Pauly-Wissowa),"Pauly-Wissowa vol. I,1"
Adusios,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Ἀδύνατοι (Pauly-Wissowa),"Pauly-Wissowa vol. I,1"
Aduros,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Adusios (Pauly-Wissowa),"Pauly-Wissowa vol. I,1"
Advocatus populi,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Adurnus (Pauly-Wissowa),"Pauly-Wissowa vol. I,1"
Advocatus fisci,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Advocatus populi (Pauly-Wissowa),"Pauly-Wissowa vol. I,1"
Albarius,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Alba Silvius (Pauly-Wissowa),"Pauly-Wissowa vol. I,1"
RE:Acheruntini,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,RE:Achoristus,Pauly-Wissowa vol. S III
RE:Accaus 3,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,RE:Accius Postumius,Pauly-Wissowa vol. S III
RE:Adria 2,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,RE:Adventus a,Pauly-Wissowa vol. S III
RE:Aemilius 63a,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,RE:Aemilius 63b,Pauly-Wissowa vol. S III
RE:Agatharchos 14a,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,RE:Agatharchos 14b,Pauly-Wissowa vol. S III
RE:Agathokles 34,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,RE:Agathon 14a,Pauly-Wissowa vol. S III
RE:Agathon 14a,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,RE:Agay,Pauly-Wissowa vol. S III
RE:Agay,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,RE:Agde,Pauly-Wissowa vol. S III
