col0,col1,col2,col3,col4
"Philips Wouwerman catalog raisonné, 1909",Germany,public domain,Cornelis Hofstede de Groot,art history
"Aelbert Cuyp catalog raisonné, 1909",Germany,public domain,Cornelis Hofstede de Groot,art history
Hofstede de Groot catalog raisonné volume 2,Germany,public domain,Cornelis Hofstede de Groot,art history
Hofstede de Groot catalog raisonné volume 1,Germany,public domain,Cornelis Hofstede de Groot,art history
"Gerard ter Borch catalog raisonné, 1913",Germany,public domain,Cornelis Hofstede de Groot,art history
"Nicolaes Maes catalogue raisonné, 1914",Germany,public domain,Cornelis Hofstede de Groot,art history
"Johannes Vermeer catalog raisonné, 1908",Germany,public domain,Cornelis Hofstede de Groot,art history
"Carel Fabritius catalog raisonné, 1908",Germany,public domain,Cornelis Hofstede de Groot,art history
"Gerard Dou catalog raisonné, 1908",Germany,public domain,Cornelis Hofstede de Groot,art history
"Gabriel Metsu catalog raisonné, 1908",Germany,public domain,Cornelis Hofstede de Groot,art history
"Jan Steen catalog raisonné, 1908",Germany,public domain,Cornelis Hofstede de Groot,art history
"Rembrandt catalogue raisonné, 1914",Germany,public domain,Cornelis Hofstede de Groot,art history
"Jacob van Ruisdael catalog raisonné, 1911",Germany,public domain,Cornelis Hofstede de Groot,art history
"Pieter de Hooch catalog raisonné, 1908",Germany,public domain,Cornelis Hofstede de Groot,art history
"Eglon van der Neer catalog raisonné, 1913",United Kingdom,public domain,Cornelis Hofstede de Groot,art history
