col0,col1,col2,col3
"The SFWA Grand Masters, Volume 2","The SFWA Grand Masters, Volume 1",English,science fiction
New Writings in SF 5,New Writings in SF 4,English,short story
Alternate Wars,Alternate Heroes,English,science fiction
Alternate Americas,Alternate Wars,English,science fiction
New Writings in SF 5,New Writings in SF 4,English,science fiction
The Year's Best Science Fiction: Twenty-Fourth Annual Collection,The Year's Best Science Fiction: Twenty-Third Annual Collection,English,science fiction
Ring of Fire III,1636: The Saxon Uprising,English,alternate history literature
Ring of Fire II,1634: The Bavarian Crisis,English,alternate history literature
Isaac Asimov Presents The Great SF Stories 23,Isaac Asimov Presents The Great SF Stories 22,English,short story collection
The Spawn of Cthulhu,New Worlds for Old,English,fantasy
Magic in Ithkar 4,Magic in Ithkar 3,English,fantasy
The Spawn of Cthulhu,New Worlds for Old,English,short story
Magic in Ithkar 4,Magic in Ithkar 3,English,short story
