col0,col1,col2,col3,col4
Ἀφίστασθαι τῆς οὐσίας,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Ἄφλαστον (Pauly-Wissowa),1894-01-01
Aphetais,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Ἀφετηρία (Pauly-Wissowa),1894-01-01
Aphesas,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Aphesios (Pauly-Wissowa),1894-01-01
Aphannai,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Ἀφανὴς οὐσία (Pauly-Wissowa),1894-01-01
Aphakitis,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Aphamios (Pauly-Wissowa),1894-01-01
Ἀφαίρεσις,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Aphaka (Pauly-Wissowa),1894-01-01
Apesas 3,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Apex (Pauly-Wissowa),1894-01-01
Apertae naves,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Apesantios (Pauly-Wissowa),1894-01-01
Apenestai,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Ἀπενιαυτισμός (Pauly-Wissowa),1894-01-01
Apellaei,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,public domain,Apellaion (Pauly-Wissowa),1894-01-01
