col0,col1,col2,col3
The Jimi Hendrix Experience discography,Jimi Hendrix discography,discography,The Jimi Hendrix Experience
Ronnie Lane & Slim Chance discography,Ronnie Lane discography,discography,Ronnie Lane & Slim Chance
Sergio Mendes & Brasil '66 discography,Sérgio Mendes discography,discography,Sergio Mendes & Brasil '66
The Beatles Swedish discography,The Beatles discography,discography,The Beatles
Axwell & Ingrosso discography,More Than You Know,song,Axwell Λ Ingrosso
Hank Williams With His Drifting Cowboys discography,Hank Williams discography,discography,Hank Williams With His Drifting Cowboys
Duke Ellington Orchestra discography,Duke Ellington discography,discography,Duke Ellington Orchestra
Sakura Gakuin discography,Sakura Gakuin,discography,Sakura Gakuin
The Beatles UK discography,The Beatles discography,discography,The Beatles
Iva Zanicchi international discography,Iva Zanicchi discography,discography,Iva Zanicchi
Porter Wagoner and Dolly Parton discography,Dolly Parton discography,discography,Porter Wagoner and Dolly Parton
Harry and the Potters discography,Harry Potter fandom,discography,Harry and the Potters
