col0,col1,col2,col3,col4,col5,col6
Report of the Special Committee on U.S. Route Numbering to the Standing Committee on Highways,United States of America,"Washington, D.C.",Report of the Special Committee on U.S. Route Numbering to the Standing Committee on Highways,English,minutes,1993-04-13
Report of the Special Committee on U.S. Route Numbering to the Executive Committee,United States of America,"Washington, D.C.",Report of the Special Committee on U.S. Route Numbering to the Executive Committee,English,minutes,1992-06-15
Report of the Special Committee on U.S. Route Numbering to the Executive Committee,United States of America,"Washington, D.C.",Report of the Special Committee on U.S. Route Numbering to the Executive Committee,English,minutes,1991-10-12
Report of the Special Committee on U.S. Route Numbering to the Executive Committee,United States of America,"Washington, D.C.",Report of the Special Committee on U.S. Route Numbering to the Executive Committee,English,minutes,1991-06-10
Report of the Special Committee on U.S. Route Numbering to the Executive Committee,United States of America,"Washington, D.C.",Report of the Special Committee on U.S. Route Numbering to the Executive Committee,English,minutes,1990-12-08
Report of the Special Committee on U.S. Route Numbering to the Executive Committee,United States of America,"Washington, D.C.",Report of the Special Committee on U.S. Route Numbering to the Executive Committee,English,minutes,1990-06-04
Report of the Special Committee on U.S. Route Numbering to the Executive Committee,United States of America,"Washington, D.C.",Report of the Special Committee on U.S. Route Numbering to the Executive,English,minutes,1989-06-07
Route Numbering Committee Agenda,United States of America,"Washington, D.C.",Route Numbering Committee Agenda,English,minutes,1980-11-14
Route Numbering Committee Agenda,United States of America,"Washington, D.C.",Route Numbering Committee Agenda,English,minutes,1980-06-22
Route Numbering Committee Agenda,United States of America,"Washington, D.C.",Route Numbering Committee Agenda,English,minutes,1979-10-13
Route Numbering Committee Agenda,United States of America,"Washington, D.C.",Route Numbering Committee Agenda,English,minutes,1979-06-25
Route Numbering Committee Agenda,United States of America,"Washington, D.C.",Route Numbering Committee Agenda,English,minutes,1977-07-06
Route Numbering Committee Agenda,United States of America,"Washington, D.C.",Route Numbering Committee Agenda,English,minutes,1976-11-12
Route Numbering Committee Agenda,United States of America,"Washington, D.C.",Route Numbering Committee Agenda,English,minutes,1976-07-13
