col0,col1,col2,col3
Mah Neshan,Mahneshan County,Mahneshan County,Mahneshan County
Bagh-e Malek,Bagh-e Malek County,Bagh-e Malek County,Bagh-e Malek County
Farsan,Farsan County,Farsan County,Farsan County
Mohr,Mohr County,Mohr County,Mohr County
Bandar Khamir,Khamir County,Khamir County,Khamir County
Chenaran,Chenaran County,Chenaran County,Chenaran County
Farashband,Farashband County,Farashband County,Farashband County
Dust Mohammad,Hirmand County,Hirmand County,Hirmand County
Roudehen,Damavand County,Damavand County,Rudehen District
Meymand,Firuzabad County,Firuzabad County,Meymand District
Shonbeh,Shonbeh and Tasuj District,Dashti County,Shonbeh Rural District
Raz,North Khorasan Province,Bojnord County,Raz and Jargalan County
