col0,col1,col2,col3
Troistedt,Troistedt,Cleveland Museum of Art,woodblock print
Lighthouse,Lighthouse,Cleveland Museum of Art,woodblock print
Three Fir Trees,Three Fir Trees,Cleveland Museum of Art,woodblock print
Ships in Heavy Sea,Ships in Heavy Sea,Cleveland Museum of Art,woodblock print
Old Shellbacks,Old Shellbacks,Cleveland Museum of Art,woodblock print
The Hack,The Hack,Cleveland Museum of Art,woodblock print
Ships in a Harbor,Ships in a Harbor,Cleveland Museum of Art,woodblock print
Street Lantern,Street Lantern,Cleveland Museum of Art,woodblock print
City with Church in the Sun,City with Church in the Sun,Cleveland Museum of Art,woodblock print
Promenade,Promenade,Cleveland Museum of Art,woodblock print
Side Wheeler,Side Wheeler,Cleveland Museum of Art,woodblock print
Locomotive on the Bridge,Locomotive on the Bridge,Cleveland Museum of Art,woodblock print
Houses in Paris,Houses in Paris,Cleveland Museum of Art,woodblock print
Ships in Port,Ships in Port,Cleveland Museum of Art,woodblock print
"Men, Houses, Lantern and Pushcart","Men, Houses, Lantern and Pushcart",Cleveland Museum of Art,woodblock print
