col0,col1,col2,col3
Dispersion of nanoparticles in pulmonary surfactants for in vitro toxicity studies: lessons from ultrafine diesel exhaust particles and fine mineral dusts,Intracellular surfactant removal from phagocytized minerals: development of a fluorescent method using a BODIPy-labeled phospholipid,Mridul Gautam,National Institute for Occupational Safety and Health
"Nonspherical particle measurement: shape factor, fractals, and fibers",Review of the significance of fibre size in fibre-related lung disease: a centrifuge cell for preparing accurate microscope-evaluation specimens from slurries used in inoculation studies.,Martin Harper,National Institute for Occupational Safety and Health
Real-time techniques for aerodynamic size measurement,"Comparison and Combination of Aerosol Size Distributions Measured with a Low Pressure Impactor, Differential Mobility Particle Sizer, Electrical Aerosol Analyzer, and Aerodynamic Particle Sizer",Paul A. Baron,National Institute for Occupational Safety and Health
Fundamentals of single particle transport,Slip Correction Measurements of Spherical Solid Aerosol Particles in an Improved Millikan Apparatus,Klaus Willeke,National Institute for Occupational Safety and Health
Real-time techniques for aerodynamic size measurement,Effects of Gas Density and Viscosity on Response of Aerodynamic Particle Sizer,Paul A. Baron,National Institute for Occupational Safety and Health
Fundamentals of single particle transport,Numerical Study of Particle Deposition in Bends of a Circular Cross-Section-Laminar Flow Regime,Klaus Willeke,National Institute for Occupational Safety and Health
"Nonspherical particle measurement: shape factor, fractals, and fibers",Performance of a fiber length classifier,Paul A. Baron,National Institute for Occupational Safety and Health
Animal models of occupational asthma: tools for understanding disease pathogenesis,Importance of inflammatory and immune components in a mouse model of airway reactivity to toluene diisocyanate (TDI).,Michael I. Luster,National Institute for Occupational Safety and Health
Psychosocial work stress in female funeral service practitioners,A work-systems analysis of compliance with universal precautions among health care workers,Charles A. Mueller,National Institute for Occupational Safety and Health
Animal models of occupational asthma: tools for understanding disease pathogenesis,Latex allergy: past and present,Michael I. Luster,National Institute for Occupational Safety and Health
Aliphatic hydrocarbons,An ab initio study of electronic factors in metabolic hydroxylation of aliphatic carbon atoms.,Tania Carreón,National Institute for Occupational Safety and Health
"Nonspherical particle measurement: shape factor, fractals, and fibers",Acute inflammatory reaction in rats after intratracheal instillation of material collected from a nylon flocking plant,Pramod Kulkarni,National Institute for Occupational Safety and Health
