col0,col1,col2,col3,col4
Yle Östnyland,Finland,Yle,Porvoo,geographic location
Yle Österbotten,Finland,Yle,Vaasa,geographic location
Yle Åboland,Finland,Yle,Turku,news agency
Yle Kultur,Finland,Yle,culture,news agency
Yle Östnyland,Finland,Yle,Porvoo,news agency
Yle Sporten,Finland,Yle,sport,news agency
Yle Åboland,Finland,Yle,Turku,public broadcasting
Yle Kultur,Finland,Yle,culture,public broadcasting
Yle Östnyland,Finland,Yle,Porvoo,public broadcasting
Yle Sporten,Finland,Yle,sport,public broadcasting
Yle Österbotten,Finland,Yle,Ostrobothnia,geographic location
Yle Västnyland,Finland,Yle,Uusimaa,geographic location
Yle Tampere,Finland,Yle,Pirkanmaa,geographic location
Yle Österbotten,Finland,Yle,Ostrobothnia,news agency
Yle Västnyland,Finland,Yle,Uusimaa,news agency
