col0,col1,col2,col3,col4
Altadill,single entity of population,Sant Guim de Freixenet,Spain,755
Alta-riba,single entity of population,Estaràs,Spain,664
Alster,single entity of population,Burg-Reuland,Belgium,444
Alsamora,single entity of population,Sant Esteve de la Sarga,Spain,868
Alendo,single entity of population,Farrera,Spain,1279.7
Alentorn,single entity of population,Artesa de Segre,Spain,380
Alberola,single entity of population,Os de Balaguer,Spain,661
Aineto,single entity of population,Lladorre,Spain,1214.3
Ainet de Besan,single entity of population,Alins,Spain,1225.5
Pla de l'Ermita,single entity of population,La Vall de Boí,Spain,1608
