col0,col1,col2,col3,col4
Site de Fondmarin de Crépy-en-Valois,canal basin,Crépy-en-Valois,France,registered historic monument
Lavoir de Saint-Victor-la-Coste,lavoir,Saint-Victor-la-Coste,France,monument historique classé
Lavoir de Pont-Saint-Esprit,lavoir,Pont-Saint-Esprit,France,registered historic monument
Lavoir du centre,lavoir,Mollans,France,registered historic monument
Lavoir Buriot,lavoir,Mollans,France,registered historic monument
Lavoir de Cussey-sur-Lison,lavoir,Cussey-sur-Lison,France,registered historic monument
Lavoir de l'Ayrolle,lavoir,Millau,France,monument historique classé
Safareig de la Font Gran,lavoir,Cercs,Spain,Cultural Asset of Local Interest
Safareig de Sant Corneli,lavoir,Cercs,Spain,Cultural Asset of Local Interest
Site de Fondmarin de Crépy-en-Valois,lavoir,Crépy-en-Valois,France,registered historic monument
Grignan's Wash-house,lavoir,Grignan,France,registered historic monument
Fontaine-lavoir de Sennecey-le-Grand,lavoir,Sennecey-le-Grand,France,registered historic monument
Fontaine lavoir du corps de garde,lavoir,Bourogne,France,registered historic monument
