col0,col1,col2,col3,col4
Work Song,Work Song,Work Song,musical composition,Nat Adderley
Spooky,Spooky,Spooky,instrumental music,Mike Shapiro
The Chase,The Chase,The Chase,instrumental music,George Martin and His Orchestra
The Bitter End,The Bitter End,The Bitter End,instrumental music,George Martin and His Orchestra
Spooky,Spooky,Spooky,musical composition,Mike Shapiro
The Chase,The Chase,The Chase,musical composition,George Martin and His Orchestra
The Bitter End,Bitter end,The Bitter End,musical composition,George Martin and His Orchestra
Piano Concerto No. 1,piano concerto,Piano Concerto n. 1,musical composition,Keith Emerson
Murder,Murder,Murder,sample based composition,New Order
God Save the Queen,God Save the Queen,God Save the Queen,musical work,Queen
