col0,col1,col2,col3
Termas do Bulho,"Abrunheira, Verride e Vila Nova da Barca",Portugal,heritage without legal protection
Termas do Gerês,Vilar da Veiga,Portugal,heritage without legal protection
Caldas de Moledo,Fontelas,Portugal,heritage without legal protection
Termas da Curia,"Tamengos, Aguim e Óis do Bairro",Portugal,Under study listing
Termas de Sulfúrea,Cabeço de Vide,Portugal,Under study listing
Termas do Luso,Luso,Portugal,Under study listing
Edifício do Banho Mourisco,Caldas de Vizela (São Miguel e São João),Portugal,Monument of Municipal Interest
Termas de Caldas da Felgueira,Nelas,Portugal,Monument of Municipal Interest
Balneari de la Font Picant,Sant Hilari Sacalm,Spain,Cultural Asset part of the architectural heritage of Catalonia
Balneari Vichy Catalán,Caldes de Malavella,Spain,Cultural Asset part of the architectural heritage of Catalonia
