col0,col1,col2,col3
Federal Communications Commission v. Woko,Robert H. Jackson,"FEDERAL COMMUNICATIONS COMMISSION v. WOKO, INC.",Supreme Court of the United States
United States v. Alcea Band of Tillamooks,Fred M. Vinson,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,Supreme Court of the United States
International Harvester Company v. Evatt,Hugo Black,"INTERNATIONAL HARVESTER CO. v. EVATT, TAX COMMISSIONER",Supreme Court of the United States
Hickman v. Taylor,Frank Murphy,"HICKMAN, ADMINISTRATOR, v. TAYLOR ET AL., TRADING AS TAYLOR & ANDERSON TOWING & LIGHTERAGE CO., ET AL.",Supreme Court of the United States
United States v. Carmack,Harold Hitz Burton,UNITED STATES v. CARMACK,Supreme Court of the United States
Taylor v. Alabama,Thurgood Marshall,TAYLOR v. ALABAMA,Supreme Court of the United States
Unemployment Compensation Commission of Alaska v. Aragan,Fred M. Vinson,UNEMPLOYMENT COMPENSATION COMMISSION OF ALASKA ET AL. v. ARAGON ET AL.,Supreme Court of the United States
National Labor Relations Board v. A. J. Tower Company,Frank Murphy,NATIONAL LABOR RELATIONS BOARD v. A. J. TOWER CO.,Supreme Court of the United States
Halliburton Oil Well Cementing Company v. Walker,Hugo Black,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.",Supreme Court of the United States
Macgregor v. Westinghouse Electric & Manufacturing Company,Hugo Black,MACGREGOR v. WESTINGHOUSE ELECTRIC & MANUFACTURING CO.,Supreme Court of the United States
