col0,col1,col2,col3,col4
2014 Indian general election in Faridabad Lok Sabha constituency,election,1130726,Avtar Singh Bhadana,2014 Indian general election in Haryana
2014 Indian general election in Hisar Lok Sabha constituency,election,1155914,Hansraj,2014 Indian general election in Haryana
2014 Indian general election in Kurukshetra Lok Sabha constituency,election,1135892,Ranbir Singh Sharma,2014 Indian general election in Haryana
2014 Indian general election in Alappuzha Lok Sabha constituency,election,997464,V. Paulraj Natesan,2014 Indian general election in Kerala
2014 Indian general election in Uttara Kannada Lok Sabha constituency,election,1001038,Ananth Kumar Hegde,2014 Indian general election in Karnataka
2014 Indian general election in Koppal Lok Sabha constituency,election,1006508,V. Govindan,2014 Indian general election in Karnataka
2014 Indian general election in Gulbarga Lok Sabha constituency,election,997638,Mallikarjun Kharge,2014 Indian general election in Karnataka
2014 Indian general election in Sonipat Lok Sabha constituency,election,985637,Jairam Ramesh,2014 Indian general election in Haryana
2014 Indian general election in Ahmedabad East Lok Sabha constituency,election,985525,Paresh Rawal,2014 Indian general election in Gujarat
2014 Indian general election in Mahesana Lok Sabha constituency,election,1004258,Jayshreeben Patel,2014 Indian general election in Gujarat
2014 Indian general election in Purnia Lok Sabha constituency,election,1017732,Syed Shah Eqbal Alam,2014 Indian general election in Bihar
2014 Indian general election in Aska Lok Sabha constituency,election,896281,Srilokanath Ratha,2014 Indian general election in Odisha
2014 Indian general election in Bhubaneswar Lok Sabha constituency,election,891822,Prithiviraj Harichandan,2014 Indian general election in Odisha
2014 Indian general election in Ratnagiri - Sindhudurg Lok Sabha constituency,election,896256,Ayare Rajendra Lahu,2014 Indian general election in Maharashtra
2014 Indian general election in Beed Lok Sabha constituency,election,1232202,Gopinath Munde,2014 Indian general election in Maharashtra
