col0,col1,col2,col3
Wadi Bani Khalid,Ash Sharqiyah North Governorate,Oman,province of Oman
Mahdah,Al Buraimi Governorate,Oman,province of Oman
Mudhaibi,Ash Sharqiyah North Governorate,Oman,province of Oman
"Manah, Oman",Ad Dakhiliyah Governorate,Oman,province of Oman
Al Jazur,Al Wusta Governorate,Oman,province of Oman
al-Qābil,Ash Sharqiyah North Governorate,Oman,province of Oman
Al Kamil Wal Wafi,Ash Sharqiyah South Governorate,Oman,province of Oman
Dima W'aattayeen,Ash Sharqiyah North Governorate,Oman,province of Oman
Dhank,Ad Dhahirah Governorate,Oman,province of Oman
Yanqul,Ad Dhahirah Governorate,Oman,province of Oman
Jalan Bani Bu Hassan Province,Ash Sharqiyah South Governorate,Oman,province of Oman
