col0,col1,col2,col3
Zimní stadion Olomouc,Olomouc,indoor ice rink,HC Olomouc
Zimní stadion Hradec Králové,Hradec Králové,indoor ice rink,Mountfield HK
Zimní stadion Havířov,Havířov,indoor ice rink,AZ Havířov
Mehtimäki Ice Hall,Joensuu,indoor ice rink,Jokipojat
Bornova Ice Sports Hall,Bornova,indoor ice rink,İzmir Büyükşehir Belediyesi SK
Behrn Arena,Örebro Municipality,indoor ice rink,Örebro IK
Gärdehov,Sundsvall Municipality,indoor ice rink,IF Sundsvall Hockey
Banská Bystrica Ice Stadium,Banská Bystrica,indoor ice rink,HC ’05 Banská Bystrica
Martin Ice Stadium,Martin,indoor ice rink,HK Martin
Olympic Stadium,Grenoble,indoor ice rink,1968 Winter Olympics
