col0,col1,col2,col3
Kasteel Sypesteyn,Nieuw-Loosdrechtsedijk,Netherlands,Sypesteyn
Slotje Limburg,Slotlaan,Netherlands,slotjes of Oosterhout
Slotje Beveren,Ridderstraat,Netherlands,slotjes of Oosterhout
Slangenburg Castle,Kasteellaan,Netherlands,Slangenburg
Slotje De Blauwe Camer,Kloosterdreef,Netherlands,slotjes of Oosterhout
Pohansko,Bratislavská,Czech Republic,Lednice-Valtice Cultural Landscape
Hoekelum,Edeseweg,Netherlands,Hoekelum
Slotje Ter Aalst,Van Duivenvoordestraat,Netherlands,slotjes of Oosterhout
Slotje Brakestein,Ridderstraat,Netherlands,slotjes of Oosterhout
Slotje Borsele,Ridderstraat,Netherlands,slotjes of Oosterhout
Kroměříž Archbishop's Palace,Sněmovní náměstí (Kroměříž),Czech Republic,Gardens and Castle at Kroměříž
Dresden Castle,Schloßplatz,Germany,Staatliche Kunstsammlungen Dresden
