col0,col1,col2,col3,col4
1966 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,1966 Portugal International Badminton Championships – Men's doubles,1967 Portugal International Badminton Championships
2003 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,2003 Portugal International Badminton Championships – Men's doubles,2004 Portugal International Badminton Championships
2010 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,2010 Portugal International Badminton Championships – Men's doubles,2011 Portugal International Badminton Championships
2002 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,2002 Portugal International Badminton Championships – Men's doubles,2003 Portugal International Badminton Championships
1970 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,1970 Portugal International Badminton Championships – Men's doubles,1971 Portugal International Badminton Championships
1997 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,1997 Portugal International Badminton Championships – Men's doubles,1998 Portugal International Badminton Championships
2008 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,2008 Portugal International Badminton Championships – Men's doubles,2009 Portugal International Badminton Championships
2012 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,2012 Portugal International Badminton Championships – Men's doubles,2013 Portugal International Badminton Championships
1999 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,1999 Portugal International Badminton Championships – Men's doubles,2000 Portugal International Badminton Championships
2001 Portugal International Badminton Championships,Portugal International Badminton Championships,Portugal,2001 Portugal International Badminton Championships – Men's doubles,2002 Portugal International Badminton Championships
