col0,col1,col2,col3
Himeji Kamotsu Station,San’yō Main Line,Himeji,Japan
Hachinohe Freight Terminal,Aoimori Railway Line,Hachinohe,Japan
Kōbe Freight Terminal,San’yō Main Line,Kōbe,Japan
Gifu Freight Terminal,Tōkaidō Main Line,Gifu,Japan
Mikajiri Station,Mikajiri line,Kumagaya,Japan
Nagoya Freight Terminal,Aonami Line,Nagoya,Japan
Keramasan railway station,Prabumulih–Kertapati railway,Palembang,Indonesia
Funamichō Station,Shiomichō Line,Minato-ku,Japan
Shiomichō Station,Shiomichō Line,Minato-ku,Japan
Shōwamachi Station,Shōwamachi Line,Minato-ku,Japan
