col0,col1,col2,col3
Melanchthonweg,Meijersplein,Hillegersberg-Schiebroek,2006-09-10
Schenkel,Capelsebrug,Prins Alexander,1983-05-28
De Tochten,Ambachtsland,Prins Alexander,1984-04-19
Schenkel,Prinsenlaan,Prins Alexander,1983-05-28
Hesseplaats,Nieuw Verlaat,Prins Alexander,1984-04-19
Binnenhof,Romeynshof,Prins Alexander,1983-05-28
Pijnacker Zuid,Pijnacker Centrum,Pijnacker,2006-09-10
Rodenrijs,Meijersplein,Berkel en Rodenrijs,1908-10-01
Leidschendam-Voorburg,Forepark,Voorburg,1908-10-01
Melanchthonweg,Rotterdam Hofplein railway station,Rotterdam,2006-09-10
Schenkel,Capelsebrug,Rotterdam,1983-05-28
Melanchthonweg,Blijdorp,Rotterdam,2006-09-10
