col0,col1,col2,col3,col4
Nebahovská lípa,20,576,remarkable tree,Czech Republic
Onšovická lípa,29,330,remarkable tree,Czech Republic
Paštická lípa,26,420,remarkable tree,Czech Republic
Lípa v Novinách pod Ralskem,20,485,remarkable tree,Czech Republic
Nebahovská lípa,20,576,Tilia cordata,Czech Republic
Onšovická lípa,29,330,Tilia cordata,Czech Republic
Paštická lípa,26,420,Tilia cordata,Czech Republic
Lípa v Novinách pod Ralskem,20,485,Tilia cordata,Czech Republic
lime tree in Sněhov,25,385,solitary,Czech Republic
Lípa malolistá u pivovaru,25,605,solitary,Czech Republic
