col0,col1,col2,col3
This One Summer,Mariko Tamaki,graphic novel,First Second Books
The Big Bad Fox,Benjamin Renner,humor,Delcourt
The Someday Funnies,Michel Choquette,humor,Abrams Books
El sulfato atómico,Francisco Ibáñez Talaveras,humor comics,Editorial Bruguera
Pánico en el zoo,Francisco Ibáñez Talaveras,humor comics,Editorial Bruguera
Pedro and Me,Judd Winick,autobiography,Henry Holt and Company
Batwoman: Elegy,J. H. Williams III,LGBT,"DC Comics, Inc."
Wrinkles,Paco Roca,graphic novel,Astiberri
Lobbyland,Daria Bogdanska,comics,Max Andersson
The ballade of Atxerito,Patxi Gallego,humor comics,Elkar
L'Archipel du danger,Alain Ayroles,comics,Delcourt
Los invasores,Francisco Ibáñez Talaveras,humor comics,Editorial Bruguera
