col0,col1,col2,col3
Réserve naturelle régionale du marais de Stors,Réserve naturelle régionale,2009-07-09,France
Réserve naturelle régionale du site géologique de Vigny-Longuesse,Réserve naturelle régionale,2009-10-22,France
réserve naturelle régionale du vallon de Fontenelay,Réserve naturelle régionale,2010-05-28,France
regional nature reserve of côte de Mancy,Réserve naturelle régionale,2010-02-12,France
Réserve naturelle régionale du marais de Reuves,Réserve naturelle régionale,1995-01-13,France
Réserve naturelle régionale de la pelouse de la côte de l'étang,Réserve naturelle régionale,2010-05-17,France
Réserve naturelle régionale des étangs du petit et du grand Loc'h,Réserve naturelle régionale,2008-12-20,France
Réserve naturelle régionale du massif du Pibeste-Aoulhet,Réserve naturelle régionale,2012-02-09,France
Réserve naturelle régionale du vallon de la Petite Becque,Réserve naturelle régionale,2010-10-04,France
Réserve naturelle régionale du Scamandre,Réserve naturelle régionale,2006-11-29,France
Réserve naturelle régionale du Molinet,Réserve naturelle régionale,2009-10-05,France
Réserve naturelle régionale du marais de la Grenouillère,Réserve naturelle régionale,2007-11-12,France
Réserve naturelle régionale du marais de Wagnonville,Réserve naturelle régionale,2007-11-12,France
Réserve naturelle régionale du marais de Sougéal,Réserve naturelle régionale,2006-12-22,France
