col0,col1,col2,col3
Personal Files,not yet determined,Christopher L. Davis Papers (NAID 4492503),Personal Files
Personal Files,not yet determined,Papers of Henry H. Fowler (NAID 20932843),Personal Files
General Office Files,not yet determined,Records of the White House Visitor's Office (George H. W. Bush Administration) (NAID 2163599),General Office Files
Subject Files,not yet determined,Records of the White House Visitor's Office (George H. W. Bush Administration) (NAID 2163599),Subject Files
Special Projects Files,not yet determined,Records of the White House Visitor's Office (George H. W. Bush Administration) (NAID 2163599),Special Projects Files
Carolina Bonio's Subject Files,not yet determined,Records of the White House Visitor's Office (George H. W. Bush Administration) (NAID 2163599),Carolina Bonio's Subject Files
Maryann Stevens' Subject Files,not yet determined,Records of the White House Visitor's Office (George H. W. Bush Administration) (NAID 2163599),Maryann Stevens' Subject Files
Debra Romash's Subject Files,not yet determined,Records of the White House Visitor's Office (George H. W. Bush Administration) (NAID 2163599),Debra Romash's Subject Files
Tracy Presock's Subject Files,not yet determined,Records of the White House Visitor's Office (George H. W. Bush Administration) (NAID 2163599),Tracy Presock's Subject Files
Jan Johnson's Subject Files,not yet determined,Records of the White House Visitor's Office (George H. W. Bush Administration) (NAID 2163599),Jan Johnson's Subject Files
Debbie Underhill's Subject Files,not yet determined,Records of the White House Social Office (George H. W. Bush Administration) (NAID 2163595),Debbie Underhill's Subject Files
Judith Spangler's Subject Files,not yet determined,Records of the White House Social Office (George H. W. Bush Administration) (NAID 2163595),Judith Spangler's Subject Files
Laurie Firestone's Subject Files,not yet determined,Records of the White House Social Office (George H. W. Bush Administration) (NAID 2163595),Laurie Firestone's Subject Files
Jeanie Figg's Subject Files,not yet determined,Records of the White House Social Office (George H. W. Bush Administration) (NAID 2163595),Jeanie Figg's Subject Files
Cathy Fenton's Subject Files,not yet determined,Records of the White House Social Office (George H. W. Bush Administration) (NAID 2163595),Cathy Fenton's Subject Files
