col0,col1,col2,col3,col4
Bolvașnița,Vârciorova,UTC+02:00,Buchin,Caraș-Severin County
Bozovici,Prilipeț,UTC+02:00,Cheile Nerei-Beușnița National Park,Caraș-Severin County
Giarmata,Cerneteaz,UTC+02:00,Sânandrei,Timiș County
Răcășdia,Răcășdia,UTC+02:00,Vărădia,Caraș-Severin County
Sacu,Sacu,UTC+02:00,Gavojdia,Caraș-Severin County
Sasca Montană,Sasca Montană,UTC+02:00,Anina,Caraș-Severin County
Sacoșu Turcesc,Sacoșu Turcesc,UTC+02:00,Moșnița Nouă,Timiș County
Denta,Denta,UTC+02:00,Ofsenița,Timiș County
Nădrag,Nădrag,UTC+02:00,Caransebeș,Timiș County
Păuliș,Păuliș,UTC+02:00,Frumușeni,Arad County
Șagu,Șagu,UTC+02:00,Zădăreni,Arad County
Petrești,Petrești,UTC+02:00,Pișcolt,Satu Mare County
