col0,col1,col2,col3,col4
Danziger gatt,Haninge Municipality,Sweden,Gat,Stockholm archipelago
Vidingefjärden,Norrtälje Municipality,Sweden,fjard,Stockholm archipelago
Älgöfjärden,Värmdö Municipality,Sweden,fjard,Stockholm archipelago
Uddjupet,Norrtälje Municipality,Sweden,fjard,Stockholm archipelago
Trälhavet,Österåker Municipality,Sweden,fjard,Stockholm archipelago
Svartlögafjärden,Österåker Municipality,Sweden,fjard,Stockholm archipelago
Sigtunafjärden,Upplands-Bro Municipality,Sweden,fjard,Mälaren
Saxarfjärden,Österåker Municipality,Sweden,fjard,Stockholm archipelago
Rödstensfjärden,Botkyrka Municipality,Sweden,fjard,Mälaren
Rödkobbsfjärden,Värmdö Municipality,Sweden,fjard,Stockholm archipelago
Nämdöfjärden,Haninge Municipality,Sweden,fjard,Stockholm archipelago
Norstensfjärden,Haninge Municipality,Sweden,fjard,Stockholm archipelago
Möja västerfjärd,Värmdö Municipality,Sweden,fjard,Stockholm archipelago
