col0,col1,col2,col3
"Blätter für Architektur und Kunsthandwerk, 1903, Tafel 20",1903-02-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1903, Tafel 19",1903-02-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1903, Tafel 13",1903-02-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1903, Tafel 4",1903-01-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1902, Tafel 120",1902-12-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1902, Tafel 119",1902-12-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1902, Tafel 117",1902-12-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1902, Tafel 114",1902-12-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1902, Tafel 113",1902-12-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1902, Tafel 103",1902-11-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1902, Tafel 102",1902-11-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1902, Tafel 101",1902-11-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
"Blätter für Architektur und Kunsthandwerk, 1902, Tafel 100",1902-10-01,Blätter für Architektur und Kunsthandwerk,Digitale Landesbibliothek Berlin
