col0,col1,col2,col3,col4
USA-96,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-94,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-92,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-91,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-88,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-90,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-87,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-85,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-84,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-83,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-80,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-79,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
USA-66,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 17
