col0,col1,col2,col3
GNU TeXmacs,GNU Project,science project,C++
GNUstep,GNU Project,widget toolkit,Objective-C
GNU arch,GNU Project,distributed revision control system,C
Autoconf,GNU Project,programming tool,m4
GNU Libtool,GNU Project,programming tool,shell script
GNU bison,GNU Project,compiler-compiler,C
GNU Midnight Commander,GNU Project,file manager,C
GNU Linux-libre,GNU Project,monolithic kernel,C
Wget,GNU Project,download manager,C
GNU Linux-libre,GNU Project,fork,C
GNU Core Utilities,GNU Project,utility software,C
GNU bison,GNU Project,yacc,C
Window Maker,GNU Project,window manager,C
