col0,col1,col2,col3,col4
Yoneshiro river basin,Japan,Honshu,Japan,Fujikoto river
Tenjin river basin,Japan,Honshu,Japan,Tenjin River
Naruse river basin,Japan,Honshu,Japan,Naruse River
Takase river basin,Japan,Honshu,Japan,Takase River (Aomori)
Takatsu river basin,Japan,Honshu,Japan,Takatsu River
Mabechi river basin,Japan,Honshu,Japan,Mabechi River
Kumozu river basin,Japan,Honshu,Japan,Kumozu River
Seki river basin,Japan,Honshu,Japan,Seki River
Shigenobu river basin,Japan,Shikoku,Japan,Shigenobu River
Naka river basin,Japan,Shikoku,Japan,Naka River (Tokushima)
Onga river basin,Japan,Kyushu,Japan,Onga River
Aka river basin,Japan,Honshu,Japan,Aka River
Toyo river basin,Japan,Honshu,Japan,Toyogawa river
