col0,col1,col2,col3
Oxonivm Comitatus,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
"Glocestria Dvcatvs, Vulgo Glocestershire",BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Cantivm Vernacule Kent,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
"Svthsexia, Vernacule Svssex",BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Svrria Vernacule Svrrey,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Bercheria Vernacule Barkshire,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Vectis Insvla,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Hantoniae sive Sovthantonensis Comitatvs,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Wiltonia sive Comitatvs Wiltoniensis,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Somersettensis Comitatvs,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
"Comitatvs Dorcestria, sive Dorsettia",BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Devonia vulgo Devon-Shire,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Cornvbia sive Cornwallia,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
Anglia Regnvm,BL18C,"Blaeu's Atlas Maior, Vol 5 (England) - BL 114.h*.5",public domain
