col0,col1,col2,col3,col4,col5
1973 Scottish Open Badminton Championships,1973 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1974 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1969 Scottish Open Badminton Championships,1969 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1970 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1956 Scottish Open Badminton Championships,1956 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1957 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1955 Scottish Open Badminton Championships,1955 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1956 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1954 Scottish Open Badminton Championships,1954 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1955 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1953 Scottish Open Badminton Championships,1953 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1954 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1952 Scottish Open Badminton Championships,1952 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1953 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1950 Scottish Open Badminton Championships,1950 Scottish Open Badminton Championships – Women's singles,open championship,Scottish Open Badminton Championships,1951 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1967 Scottish Open Badminton Championships,1967 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1968 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1966 Scottish Open Badminton Championships,1966 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1967 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1965 Scottish Open Badminton Championships,1965 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1966 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
1964 Scottish Open Badminton Championships,1964 Scottish Open Badminton Championships – Men's doubles,open championship,Scottish Open Badminton Championships,1965 Scottish Open Badminton Championships,WikiProject Badminton/tournament focus list
