col0,col1,col2,col3,col4,col5
1956 La Flèche Wallonne,André Vlayen,La Flèche Wallonne,road bicycle racing,Pino Cerami,Belgium
1957 La Flèche Wallonne,Raymond Impanis,La Flèche Wallonne,road bicycle racing,Jacques Dupont,Belgium
1958 La Flèche Wallonne,Pierre Everaert,La Flèche Wallonne,road bicycle racing,Charly Gaul,Belgium
1952 La Flèche Wallonne,Ferdinand Kübler,La Flèche Wallonne,road bicycle racing,Ferdinand Kübler,Belgium
1953 La Flèche Wallonne,Ferdinand Kübler,La Flèche Wallonne,road bicycle racing,Ferdinand Kübler,Belgium
1954 La Flèche Wallonne,Ferdinand Kübler,La Flèche Wallonne,road bicycle racing,Ferdinand Kübler,Belgium
1955 La Flèche Wallonne,Stanislas Bober,La Flèche Wallonne,road bicycle racing,Stanislas Bober,Belgium
2016 La Flèche Wallonne,Alejandro Valverde,1.UWT,road bicycle racing,Samuel Sánchez,Belgium
2015 La Flèche Wallonne,Alejandro Valverde,1.UWT,road bicycle racing,Tom-Jelte Slagter,Belgium
1949 La Flèche Wallonne,Fausto Coppi,La Flèche Wallonne,road bicycle racing,Louison Bobet,Belgium
1948 La Flèche Wallonne,Fermo Camellini,La Flèche Wallonne,road bicycle racing,Adolph Verschueren,Belgium
2016 La Flèche Wallonne,Alejandro Valverde,La Flèche Wallonne,road bicycle racing,Samuel Sánchez,Belgium
2015 La Flèche Wallonne,Alejandro Valverde,La Flèche Wallonne,road bicycle racing,Tom-Jelte Slagter,Belgium
2017 La Flèche Wallonne,Alejandro Valverde,1.UWT,road bicycle racing,Alejandro Valverde,Belgium
