col0,col1,col2,col3
Revetment Wall To Whitecote House With Railings And Gate To Canal,wall,United Kingdom,Whitecote House
Wall To Front Garden Of Cumberland Priory With Two Sets Of Gate Piers,wall,United Kingdom,Cumberland Priory
Boundary Wall With Gate Piers And Gates To Spring Hill And Elmfield,wall,United Kingdom,Elmfield
Three Gate Piers with Linking Wall to 151 Otley Road,wall,United Kingdom,151 Otley Road
"Front wall, gate piers and gates to 17 North Hill Road",wall,United Kingdom,17 North Hill Road
"Garden Terrace, Walls And Gateway To Number 2 Hilton Court",wall,United Kingdom,Hilton Court
Garden Wall And Gateway To North Grange,wall,United Kingdom,North Grange
"Gates, Wall and Bollards to 89 Weetwood Lane",gate,United Kingdom,89 Weetwood Lane
"boundary walls to 1, 3 and 5 Grosvenor Mount",wall,United Kingdom,"1, 3 and 5 Grosvenor Mount"
Cemetery Wall With Blocked Gateway On North West Side,wall,United Kingdom,St George's Fields
"Boundary Wall To Grosvenor House, Grosvenor Mount",wall,United Kingdom,Grosvenor House With Terrace Walls
