col0,col1,col2,col3
Masia del Rei,Neoclassical architecture,Spain,Lleida
Masia de Can Falguera,vernacular architecture,Spain,Palau-solità i Plegamans
Can Malla,vernacular architecture,Spain,Palau-solità i Plegamans
Can Padró,vernacular architecture,Spain,Palau-solità i Plegamans
Casadamunt,vernacular architecture,Spain,Vidrà
La Roureda,vernacular architecture,Spain,Taradell
El Reig,vernacular architecture,Spain,Taradell
Can Janet,vernacular architecture,Spain,Taradell
Can Vila-rasa,vernacular architecture,Spain,Taradell
L'Hostalet del Bou,vernacular architecture,Spain,Taradell
La Casa Nova del Vivet,vernacular architecture,Spain,Taradell
El Ricard,vernacular architecture,Spain,Taradell
Penedes,vernacular architecture,Spain,Taradell
La Masia,vernacular architecture,Spain,Sobremunt
Les Planes,vernacular architecture,Spain,L'Esquirol
