col0,col1,col2,col3,col4
Aixirivall,settlement of Andorra,1356,Andorra,Sant Julià de Lòria
Aixovall,settlement of Andorra,1044,Andorra,Sant Julià de Lòria
Aubinyà,settlement of Andorra,1613,Andorra,Sant Julià de Lòria
Bixessarri,settlement of Andorra,1147,Andorra,Sant Julià de Lòria
Certers,settlement of Andorra,1356,Andorra,Sant Julià de Lòria
Fontaneda,settlement of Andorra,934,Andorra,Sant Julià de Lòria
Juberri,settlement of Andorra,1803,Andorra,Sant Julià de Lòria
Llumeneres,settlement of Andorra,1819,Andorra,Sant Julià de Lòria
Nagol,settlement of Andorra,1044,Andorra,Sant Julià de Lòria
Santa Coloma d'Andorra,settlement of Andorra,970,Andorra,Andorra la Vella
Escàs,settlement of Andorra,1396,Andorra,La Massana
Sispony,settlement of Andorra,1360,Andorra,La Massana
Pal,settlement of Andorra,1707,Andorra,La Massana
