col0,col1,col2,col3,col4
Athletics at the 1948 Summer Olympics – Women's discus throw,Athletics at the 1952 Summer Olympics – Women's discus throw,Olympic sporting event,London,Micheline Ostermeyer
Athletics at the 1948 Summer Olympics – Men's discus throw,Athletics at the 1952 Summer Olympics – Men's discus throw,Olympic sporting event,London,Adolfo Consolini
Athletics at the 1948 Summer Olympics – Men's shot put,Athletics at the 1952 Summer Olympics – Men's shot put,Olympic sporting event,London,Wilbur Thompson
Athletics at the 1948 Summer Olympics – Women's shot put,Athletics at the 1952 Summer Olympics – Women's shot put,Olympic sporting event,London,Micheline Ostermeyer
Athletics at the 1948 Summer Olympics – Men's decathlon,Athletics at the 1952 Summer Olympics – Men's decathlon,Olympic sporting event,London,Bob Mathias
Athletics at the 1948 Summer Olympics – Women's 80 metres hurdles,Athletics at the 1952 Summer Olympics – Women's 80 metres hurdles,Olympic sporting event,London,Fanny Blankers-Koen
Athletics at the 1948 Summer Olympics – Men's 800 metres,Athletics at the 1952 Summer Olympics – Men's 800 metres,Olympic sporting event,London,Mal Whitfield
Athletics at the 1948 Summer Olympics – Men's 400 metres hurdles,Athletics at the 1952 Summer Olympics – Men's 400 metres hurdles,Olympic sporting event,London,Roy Cochran
Athletics at the 1948 Summer Olympics – Men's 5000 metres,Athletics at the 1952 Summer Olympics – Men's 5000 metres,Olympic sporting event,London,Gaston Reiff
Athletics at the 1948 Summer Olympics – Men's 400 metres,Athletics at the 1952 Summer Olympics – Men's 400 metres,Olympic sporting event,London,Arthur Wint
Athletics at the 1948 Summer Olympics – Men's 3000 metres steeplechase,Athletics at the 1952 Summer Olympics – Men's 3000 metres steeplechase,Olympic sporting event,London,Tore Sjöstrand
Athletics at the 1948 Summer Olympics – Men's 200 metres,Athletics at the 1952 Summer Olympics – Men's 200 metres,Olympic sporting event,London,Mel Patton
Athletics at the 1948 Summer Olympics – Men's 1500 metres,Athletics at the 1952 Summer Olympics – Men's 1500 metres,Olympic sporting event,London,Henry Eriksson
Athletics at the 1948 Summer Olympics – Women's 200 metres,Athletics at the 1952 Summer Olympics – Women's 200 metres,Olympic sporting event,London,Fanny Blankers-Koen
